(6, 5, 12, 4.123105625617661)
(6, 5, 13, 4.123105625617661)
(6, 5, 18, 2.23606797749979)
(7, 5, 4, 6.4031242374328485)
(7, 5, 13, 4.47213595499958)
(7, 5, 14, 5.0990195135927845)
(7, 5, 16, 4.123105625617661)
(7, 5, 17, 5.0990195135927845)
(7, 5, 18, 5.0)
(7, 5, 20, 4.242640687119285)
(8, 5, 3, 4.123105625617661)
(8, 5, 4, 3.1622776601683795)
(8, 5, 9, 5.0)
(8, 5, 13, 2.23606797749979)
(8, 5, 16, 3.605551275463989)
(8, 5, 17, 4.47213595499958)
(8, 5, 18, 5.0990195135927845)
(8, 5, 20, 4.0)
(9, 5, 3, 4.47213595499958)
(9, 5, 4, 5.385164807134504)
(9, 5, 10, 4.47213595499958)
(9, 5, 13, 4.123105625617661)
(9, 5, 16, 4.123105625617661)
(9, 5, 17, 4.242640687119285)
(9, 5, 18, 4.0)
(9, 5, 19, 5.0990195135927845)
(10, 5, 4, 3.0)
(10, 5, 13, 3.1622776601683795)
(10, 5, 16, 5.385164807134504)
(10, 5, 17, 3.0)
(10, 5, 19, 4.123105625617661)
(10, 5, 20, 4.123105625617661)
(11, 5, 1, 3.1622776601683795)
(11, 5, 3, 4.123105625617661)
(11, 5, 4, 4.47213595499958)
(11, 5, 7, 6.082762530298219)
(11, 5, 10, 2.8284271247461903)
(11, 5, 13, 5.385164807134504)
(11, 5, 17, 2.8284271247461903)
(11, 5, 18, 3.605551275463989)
(11, 5, 20, 4.242640687119285)
(12, 5, 4, 3.1622776601683795)
(12, 5, 7, 5.385164807134504)
(12, 5, 9, 4.47213595499958)
(12, 5, 10, 4.242640687119285)
(12, 5, 13, 5.0990195135927845)
(12, 5, 18, 4.123105625617661)
(12, 5, 19, 5.656854249492381)
(12, 5, 20, 4.0)
(13, 5, 1, 2.23606797749979)
(13, 5, 3, 3.605551275463989)
(13, 5, 4, 4.47213595499958)
(13, 5, 10, 3.0)
(13, 5, 13, 3.1622776601683795)
(13, 5, 17, 3.605551275463989)
(14, 5, 3, 5.0990195135927845)
(14, 5, 4, 3.0)
(14, 5, 7, 4.0)
(14, 5, 9, 2.0)
(14, 5, 10, 3.1622776601683795)
(14, 5, 13, 3.1622776601683795)
(14, 5, 16, 3.605551275463989)
(14, 5, 18, 3.1622776601683795)
(14, 5, 19, 6.082762530298219)
(15, 5, 1, 2.0)
(15, 5, 3, 3.0)
(15, 5, 4, 3.1622776601683795)
(15, 5, 7, 4.0)
(15, 5, 10, 2.23606797749979)
(15, 5, 11, 2.23606797749979)
(15, 5, 13, 4.123105625617661)
(15, 5, 17, 4.123105625617661)
(15, 5, 19, 2.8284271247461903)
(16, 5, 1, 2.23606797749979)
(16, 5, 3, 4.242640687119285)
(16, 5, 10, 3.605551275463989)
(16, 5, 11, 6.0)
(16, 5, 13, 3.1622776601683795)
(16, 5, 17, 2.8284271247461903)
(16, 5, 19, 5.0)
(17, 5, 1, 2.8284271247461903)
(17, 5, 3, 3.605551275463989)
(17, 5, 13, 3.1622776601683795)
(17, 5, 17, 4.123105625617661)
(17, 5, 19, 5.830951894845301)
(18, 5, 1, 2.8284271247461903)
(18, 5, 3, 4.0)
(18, 5, 7, 5.0990195135927845)
(18, 5, 13, 3.605551275463989)
(18, 5, 17, 3.605551275463989)
(18, 5, 18, 4.123105625617661)
(18, 5, 19, 6.4031242374328485)
(19, 5, 1, 2.23606797749979)
(19, 5, 3, 4.0)
(19, 5, 13, 3.1622776601683795)
(19, 5, 17, 4.242640687119285)
(19, 5, 19, 5.0)
(20, 5, 1, 2.8284271247461903)
(20, 5, 7, 6.0)
(20, 5, 13, 5.0)
(20, 5, 17, 3.1622776601683795)
(21, 5, 1, 2.23606797749979)
(21, 5, 3, 6.082762530298219)
(21, 5, 4, 5.0990195135927845)
(21, 5, 7, 5.830951894845301)
(21, 5, 10, 2.8284271247461903)
(21, 5, 13, 4.47213595499958)
(21, 5, 17, 3.1622776601683795)
(21, 5, 19, 3.605551275463989)
(22, 5, 1, 2.8284271247461903)
(22, 5, 3, 5.0990195135927845)
(22, 5, 7, 4.242640687119285)
(22, 5, 17, 3.1622776601683795)
(22, 5, 19, 4.47213595499958)
(23, 5, 3, 3.605551275463989)
(23, 5, 4, 3.1622776601683795)
(23, 5, 7, 5.0)
(23, 5, 10, 4.47213595499958)
(23, 5, 13, 2.23606797749979)
(24, 5, 1, 2.23606797749979)
(24, 5, 3, 3.605551275463989)
(24, 5, 10, 2.0)
(24, 5, 17, 2.23606797749979)
(25, 5, 1, 2.0)
(25, 5, 3, 2.8284271247461903)
(25, 5, 10, 3.0)
(25, 5, 19, 3.1622776601683795)
(26, 5, 1, 5.0990195135927845)
(11, 6, 19, 3.1622776601683795)
(12, 6, 1, 6.4031242374328485)
(12, 6, 12, 1.0)
(12, 6, 19, 4.123105625617661)
(13, 6, 1, 5.830951894845301)
(13, 6, 17, 5.0)
(13, 6, 19, 4.123105625617661)
(14, 6, 1, 5.0)
(14, 6, 12, 1.0)
(14, 6, 17, 5.0)
(14, 6, 19, 6.4031242374328485)
(15, 6, 10, 5.385164807134504)
(15, 6, 13, 2.23606797749979)
(15, 6, 18, 3.605551275463989)
(16, 6, 9, 1.4142135623730951)
(16, 6, 12, 1.0)
(16, 6, 13, 4.123105625617661)
(16, 6, 15, 4.123105625617661)
(16, 6, 16, 5.0990195135927845)
(16, 6, 17, 3.1622776601683795)
(16, 6, 18, 6.324555320336759)
(16, 6, 19, 6.0)
(17, 6, 12, 1.0)
(17, 6, 13, 4.0)
(17, 6, 15, 3.605551275463989)
(17, 6, 16, 3.1622776601683795)
(17, 6, 17, 4.0)
(17, 6, 18, 5.0990195135927845)
(17, 6, 19, 5.0)
(17, 6, 21, 5.830951894845301)
(18, 6, 8, 4.0)
(18, 6, 13, 4.0)
(18, 6, 15, 4.47213595499958)
(18, 6, 17, 4.123105625617661)
(18, 6, 18, 6.082762530298219)
(18, 6, 19, 4.123105625617661)
(18, 6, 20, 5.0990195135927845)
(19, 6, 8, 5.0990195135927845)
(19, 6, 10, 6.4031242374328485)
(19, 6, 12, 2.23606797749979)
(19, 6, 13, 4.0)
(19, 6, 15, 3.605551275463989)
(19, 6, 16, 4.123105625617661)
(19, 6, 17, 4.123105625617661)
(19, 6, 18, 6.082762530298219)
(19, 6, 19, 5.0990195135927845)
(19, 6, 20, 3.0)
(19, 6, 21, 4.242640687119285)
(20, 6, 8, 5.0990195135927845)
(20, 6, 12, 2.23606797749979)
(20, 6, 13, 4.0)
(20, 6, 15, 3.1622776601683795)
(20, 6, 18, 5.385164807134504)
(20, 6, 19, 5.0990195135927845)
(20, 6, 20, 3.1622776601683795)
(21, 6, 8, 3.605551275463989)
(21, 6, 13, 3.0)
(21, 6, 15, 2.8284271247461903)
(21, 6, 16, 4.242640687119285)
(21, 6, 18, 5.0)
(21, 6, 20, 3.1622776601683795)
(22, 6, 8, 3.605551275463989)
(22, 6, 13, 3.0)
(22, 6, 14, 6.082762530298219)
(22, 6, 15, 1.4142135623730951)
(22, 6, 16, 4.242640687119285)
(22, 6, 18, 4.242640687119285)
(22, 6, 19, 6.082762530298219)
(22, 6, 21, 4.123105625617661)
(23, 6, 14, 6.324555320336759)
(23, 6, 15, 1.4142135623730951)
(23, 6, 18, 4.242640687119285)
(23, 6, 19, 6.324555320336759)
(24, 6, 13, 2.23606797749979)
(24, 6, 15, 1.4142135623730951)
(24, 6, 18, 3.605551275463989)
(24, 6, 20, 3.0)
(25, 6, 13, 2.23606797749979)
(25, 6, 15, 2.23606797749979)
(25, 6, 18, 3.605551275463989)
(25, 6, 20, 3.0)
(25, 6, 21, 5.0)
(26, 6, 9, 3.0)
(26, 6, 13, 6.0)
(26, 6, 15, 1.0)
(26, 6, 17, 3.1622776601683795)
(26, 6, 18, 2.8284271247461903)
(26, 6, 20, 2.23606797749979)
(1, 7, 1, 2.23606797749979)
(1, 7, 3, 1.0)
(1, 7, 4, 1.0)
(1, 7, 10, 1.0)
(1, 7, 13, 1.4142135623730951)
(2, 7, 3, 2.0)
(2, 7, 4, 2.0)
(2, 7, 10, 2.0)
(2, 7, 13, 2.8284271247461903)
(2, 7, 19, 6.0)
(3, 7, 3, 2.23606797749979)
(3, 7, 4, 3.0)
(3, 7, 10, 3.1622776601683795)
(3, 7, 13, 4.47213595499958)
(3, 7, 19, 4.47213595499958)
(4, 7, 1, 3.605551275463989)
(4, 7, 4, 4.0)
(4, 7, 10, 2.0)
(4, 7, 13, 3.605551275463989)
(4, 7, 19, 4.47213595499958)
(5, 7, 3, 1.4142135623730951)
(5, 7, 4, 1.0)
(5, 7, 5, 3.0)
(5, 7, 10, 1.0)
(5, 7, 13, 2.23606797749979)
(5, 7, 16, 2.23606797749979)
(5, 7, 17, 2.23606797749979)
(5, 7, 19, 2.0)
(5, 7, 20, 2.23606797749979)
(6, 7, 3, 2.23606797749979)
(6, 7, 4, 4.123105625617661)
(6, 7, 5, 2.23606797749979)
(7, 7, 4, 5.0)
(9, 7, 13, 4.47213595499958)
(9, 7, 17, 6.324555320336759)
(11, 7, 4, 5.656854249492381)
(11, 7, 5, 5.656854249492381)
(11, 7, 17, 3.0)
